clip	duration[ms]
common_voice_xmf_42459765.mp3	8100
common_voice_xmf_42531851.mp3	3168
common_voice_xmf_42551127.mp3	4968
common_voice_xmf_42397145.mp3	4788
common_voice_xmf_42605452.mp3	5040
common_voice_xmf_42386863.mp3	4176
common_voice_xmf_42602991.mp3	7488
common_voice_xmf_42023461.mp3	7848
common_voice_xmf_42539353.mp3	8460
common_voice_xmf_43127250.mp3	7956
common_voice_xmf_42405147.mp3	12024
common_voice_xmf_42400509.mp3	9288
common_voice_xmf_42522234.mp3	2880
common_voice_xmf_42675980.mp3	8928
common_voice_xmf_42635447.mp3	4788
common_voice_xmf_43308406.mp3	6048
common_voice_xmf_42551157.mp3	3528
common_voice_xmf_41964805.mp3	6768
common_voice_xmf_42283696.mp3	9216
common_voice_xmf_42447503.mp3	6228
common_voice_xmf_42408158.mp3	3888
common_voice_xmf_43127375.mp3	8496
common_voice_xmf_42676049.mp3	3672
common_voice_xmf_42447450.mp3	5436
common_voice_xmf_42562228.mp3	3204
common_voice_xmf_42400698.mp3	4140
common_voice_xmf_42690735.mp3	6660
common_voice_xmf_42242996.mp3	6768
common_voice_xmf_42061977.mp3	5220
common_voice_xmf_42061985.mp3	6768
common_voice_xmf_43206504.mp3	9252
common_voice_xmf_42690671.mp3	3816
common_voice_xmf_42447589.mp3	8676
common_voice_xmf_42377036.mp3	8388
common_voice_xmf_43005048.mp3	6660
common_voice_xmf_42605006.mp3	8100
common_voice_xmf_42583246.mp3	4752
common_voice_xmf_42416141.mp3	3996
common_voice_xmf_42635434.mp3	3816
common_voice_xmf_42074406.mp3	6336
common_voice_xmf_45737056.mp3	13068
common_voice_xmf_42602998.mp3	5976
common_voice_xmf_42583050.mp3	7164
common_voice_xmf_42397620.mp3	5076
common_voice_xmf_42697303.mp3	4932
common_voice_xmf_42635374.mp3	3708
common_voice_xmf_42531819.mp3	7416
common_voice_xmf_42450838.mp3	8028
common_voice_xmf_42401649.mp3	6516
common_voice_xmf_42691083.mp3	5760
common_voice_xmf_43108928.mp3	5148
common_voice_xmf_42623825.mp3	3996
common_voice_xmf_42062329.mp3	7056
common_voice_xmf_42601122.mp3	6300
common_voice_xmf_42424033.mp3	4356
common_voice_xmf_42545611.mp3	6156
common_voice_xmf_42659556.mp3	5076
common_voice_xmf_42376913.mp3	5400
common_voice_xmf_42406089.mp3	5760
common_voice_xmf_43001344.mp3	5868
common_voice_xmf_42532347.mp3	6228
common_voice_xmf_42067603.mp3	4248
common_voice_xmf_43308328.mp3	8856
common_voice_xmf_42691017.mp3	5220
common_voice_xmf_42067997.mp3	10116
common_voice_xmf_42427948.mp3	4248
common_voice_xmf_42467767.mp3	8568
common_voice_xmf_43308354.mp3	7920
common_voice_xmf_42459651.mp3	4968
common_voice_xmf_42469192.mp3	4140
common_voice_xmf_42603285.mp3	4716
common_voice_xmf_42691493.mp3	6300
common_voice_xmf_42023439.mp3	5220
common_voice_xmf_42368348.mp3	5976
common_voice_xmf_42074385.mp3	6408
common_voice_xmf_42448500.mp3	7488
common_voice_xmf_42367469.mp3	7308
common_voice_xmf_42386228.mp3	4896
common_voice_xmf_42023649.mp3	8748
common_voice_xmf_42414534.mp3	4968
common_voice_xmf_42691613.mp3	5256
common_voice_xmf_42432002.mp3	7236
common_voice_xmf_42539062.mp3	2916
common_voice_xmf_42583474.mp3	6840
common_voice_xmf_42444134.mp3	4968
common_voice_xmf_42603250.mp3	6588
common_voice_xmf_43308327.mp3	5436
common_voice_xmf_42620953.mp3	6696
common_voice_xmf_42408155.mp3	4788
common_voice_xmf_42623643.mp3	3456
common_voice_xmf_42551129.mp3	3708
common_voice_xmf_42597954.mp3	6048
common_voice_xmf_42067345.mp3	6336
common_voice_xmf_42677742.mp3	6732
common_voice_xmf_42397777.mp3	6228
common_voice_xmf_43244036.mp3	4644
common_voice_xmf_42439488.mp3	10836
common_voice_xmf_42087999.mp3	7776
common_voice_xmf_42467744.mp3	4320
common_voice_xmf_43228603.mp3	5400
common_voice_xmf_42023494.mp3	5976
common_voice_xmf_42405821.mp3	2556
common_voice_xmf_42027248.mp3	4896
common_voice_xmf_42162969.mp3	4896
common_voice_xmf_42137382.mp3	10656
common_voice_xmf_43308325.mp3	6768
common_voice_xmf_42386335.mp3	8676
common_voice_xmf_43147488.mp3	5220
common_voice_xmf_43147668.mp3	10260
common_voice_xmf_42400622.mp3	9000
common_voice_xmf_42405498.mp3	5508
common_voice_xmf_42377853.mp3	7020
common_voice_xmf_42014851.mp3	6408
common_voice_xmf_42405550.mp3	5256
common_voice_xmf_42445474.mp3	5760
common_voice_xmf_42405775.mp3	2628
common_voice_xmf_42376863.mp3	6588
common_voice_xmf_42013994.mp3	5040
common_voice_xmf_42531936.mp3	6120
common_voice_xmf_42400711.mp3	7776
common_voice_xmf_42427928.mp3	9216
common_voice_xmf_42386226.mp3	7776
common_voice_xmf_42635499.mp3	4680
common_voice_xmf_43243949.mp3	6552
common_voice_xmf_42551514.mp3	4428
common_voice_xmf_42066875.mp3	5508
common_voice_xmf_42691495.mp3	7236
common_voice_xmf_42062365.mp3	6840
common_voice_xmf_42351729.mp3	6696
common_voice_xmf_42583401.mp3	5256
common_voice_xmf_42397544.mp3	5220
common_voice_xmf_42405568.mp3	7308
common_voice_xmf_42369899.mp3	8748
common_voice_xmf_42061582.mp3	7308
common_voice_xmf_42414536.mp3	5688
common_voice_xmf_42605468.mp3	5868
common_voice_xmf_42447661.mp3	4608
common_voice_xmf_42367397.mp3	4176
common_voice_xmf_42450744.mp3	8388
common_voice_xmf_42405926.mp3	5256
common_voice_xmf_42162907.mp3	7056
common_voice_xmf_42602999.mp3	5148
common_voice_xmf_42602980.mp3	4356
common_voice_xmf_42400490.mp3	6840
common_voice_xmf_42447355.mp3	6768
common_voice_xmf_42522573.mp3	4896
common_voice_xmf_42545588.mp3	6336
common_voice_xmf_42447492.mp3	4608
common_voice_xmf_42478146.mp3	3816
common_voice_xmf_42691087.mp3	8136
common_voice_xmf_42522303.mp3	5256
common_voice_xmf_43308260.mp3	7920
common_voice_xmf_42444560.mp3	7236
common_voice_xmf_42697264.mp3	4176
common_voice_xmf_42377584.mp3	4068
common_voice_xmf_42532326.mp3	3996
common_voice_xmf_42457365.mp3	8604
common_voice_xmf_43108851.mp3	7308
common_voice_xmf_42400451.mp3	7380
common_voice_xmf_42562309.mp3	7596
common_voice_xmf_42998589.mp3	6480
common_voice_xmf_43127241.mp3	5760
common_voice_xmf_42457430.mp3	8568
common_voice_xmf_42432527.mp3	5688
common_voice_xmf_42400606.mp3	6048
common_voice_xmf_43147505.mp3	6336
common_voice_xmf_42620962.mp3	4860
common_voice_xmf_42462486.mp3	5148
common_voice_xmf_42675979.mp3	6660
common_voice_xmf_42690766.mp3	5076
common_voice_xmf_42087974.mp3	6408
common_voice_xmf_42532317.mp3	6120
common_voice_xmf_42697364.mp3	6012
common_voice_xmf_42690850.mp3	5688
common_voice_xmf_42531832.mp3	6336
common_voice_xmf_42690873.mp3	5220
common_voice_xmf_42367923.mp3	7308
common_voice_xmf_42061871.mp3	6696
common_voice_xmf_42635415.mp3	5940
common_voice_xmf_42690923.mp3	6048
common_voice_xmf_42066911.mp3	5076
common_voice_xmf_42377827.mp3	7236
common_voice_xmf_42023777.mp3	6948
common_voice_xmf_42427750.mp3	5580
common_voice_xmf_42397654.mp3	3240
common_voice_xmf_42040466.mp3	5076
common_voice_xmf_42108657.mp3	5580
common_voice_xmf_42405728.mp3	6480
common_voice_xmf_42635595.mp3	7596
common_voice_xmf_42522206.mp3	4896
common_voice_xmf_42478104.mp3	10980
common_voice_xmf_43057430.mp3	9720
common_voice_xmf_42393701.mp3	6876
common_voice_xmf_42376270.mp3	5580
common_voice_xmf_42447592.mp3	4536
common_voice_xmf_42690936.mp3	5760
common_voice_xmf_42414518.mp3	7740
common_voice_xmf_42597917.mp3	3168
common_voice_xmf_42478095.mp3	5580
common_voice_xmf_42381308.mp3	8136
common_voice_xmf_43100355.mp3	8640
common_voice_xmf_42444675.mp3	5760
common_voice_xmf_42400906.mp3	5940
common_voice_xmf_42062283.mp3	5796
common_voice_xmf_42014001.mp3	4428
common_voice_xmf_42522389.mp3	7020
common_voice_xmf_42352192.mp3	4500
common_voice_xmf_42062223.mp3	7200
common_voice_xmf_43308286.mp3	6660
common_voice_xmf_42444312.mp3	6768
common_voice_xmf_42242941.mp3	12996
common_voice_xmf_42605471.mp3	2880
common_voice_xmf_42427926.mp3	6516
common_voice_xmf_42386111.mp3	8028
common_voice_xmf_42658948.mp3	4860
common_voice_xmf_42602979.mp3	9108
common_voice_xmf_43100305.mp3	7488
common_voice_xmf_42482384.mp3	6156
common_voice_xmf_42393832.mp3	3240
common_voice_xmf_42551378.mp3	3816
common_voice_xmf_42393639.mp3	5400
common_voice_xmf_42690968.mp3	5508
common_voice_xmf_42457121.mp3	7272
common_voice_xmf_42407389.mp3	4860
common_voice_xmf_42427930.mp3	10440
common_voice_xmf_42062285.mp3	5868
common_voice_xmf_43044138.mp3	10584
common_voice_xmf_42405791.mp3	5328
common_voice_xmf_42635446.mp3	4968
common_voice_xmf_42597973.mp3	7056
common_voice_xmf_42444039.mp3	6588
common_voice_xmf_42443997.mp3	10008
common_voice_xmf_42407664.mp3	6480
common_voice_xmf_42416180.mp3	5148
common_voice_xmf_43147435.mp3	6588
common_voice_xmf_42386378.mp3	9396
common_voice_xmf_42400377.mp3	3348
common_voice_xmf_42688144.mp3	4716
common_voice_xmf_43216343.mp3	9000
common_voice_xmf_42623641.mp3	4860
common_voice_xmf_42401210.mp3	4428
common_voice_xmf_42416376.mp3	4716
common_voice_xmf_42459768.mp3	3384
common_voice_xmf_42091875.mp3	6048
common_voice_xmf_42062214.mp3	7848
common_voice_xmf_42562410.mp3	6192
common_voice_xmf_42344694.mp3	4536
common_voice_xmf_42287822.mp3	5328
common_voice_xmf_42545752.mp3	7128
common_voice_xmf_42381644.mp3	5976
common_voice_xmf_42457453.mp3	6912
common_voice_xmf_42697355.mp3	6984
common_voice_xmf_42691521.mp3	6264
common_voice_xmf_42676100.mp3	6480
common_voice_xmf_42386204.mp3	3636
common_voice_xmf_42531839.mp3	6660
common_voice_xmf_42602962.mp3	8748
common_voice_xmf_42677763.mp3	4392
common_voice_xmf_42469005.mp3	7668
common_voice_xmf_42377179.mp3	2556
common_voice_xmf_42380808.mp3	9576
common_voice_xmf_42597923.mp3	4860
common_voice_xmf_42032911.mp3	3636
common_voice_xmf_42062702.mp3	5436
common_voice_xmf_42023463.mp3	6876
common_voice_xmf_42087645.mp3	8208
common_voice_xmf_43216340.mp3	4860
common_voice_xmf_42522606.mp3	4896
common_voice_xmf_43100326.mp3	6552
common_voice_xmf_42369576.mp3	5328
common_voice_xmf_42635602.mp3	5760
common_voice_xmf_42343570.mp3	9900
common_voice_xmf_42601118.mp3	6372
common_voice_xmf_42386148.mp3	6300
common_voice_xmf_42092017.mp3	9756
common_voice_xmf_42396792.mp3	5940
common_voice_xmf_42386268.mp3	7056
common_voice_xmf_42400253.mp3	8028
common_voice_xmf_42478081.mp3	7560
common_voice_xmf_42367864.mp3	5976
common_voice_xmf_42677717.mp3	8892
common_voice_xmf_42691004.mp3	7596
common_voice_xmf_42677628.mp3	5184
common_voice_xmf_42467778.mp3	6768
common_voice_xmf_42447600.mp3	5580
common_voice_xmf_42522305.mp3	2520
common_voice_xmf_42345281.mp3	5580
common_voice_xmf_42067606.mp3	4536
common_voice_xmf_42091989.mp3	7236
common_voice_xmf_42408160.mp3	5400
common_voice_xmf_42014805.mp3	5328
common_voice_xmf_42603281.mp3	6300
common_voice_xmf_43243971.mp3	5868
common_voice_xmf_42545614.mp3	5580
common_voice_xmf_42691511.mp3	9000
common_voice_xmf_42690749.mp3	4788
common_voice_xmf_42424035.mp3	5508
common_voice_xmf_42243308.mp3	6516
common_voice_xmf_43308387.mp3	5436
common_voice_xmf_42443782.mp3	5868
common_voice_xmf_42583440.mp3	4176
common_voice_xmf_42583339.mp3	6336
common_voice_xmf_42367819.mp3	3780
common_voice_xmf_42385361.mp3	4356
common_voice_xmf_42562085.mp3	4140
common_voice_xmf_43228551.mp3	8460
common_voice_xmf_42448505.mp3	8676
common_voice_xmf_42691073.mp3	3708
common_voice_xmf_42376896.mp3	5580
common_voice_xmf_42603284.mp3	2808
common_voice_xmf_42635556.mp3	5256
common_voice_xmf_42603136.mp3	5976
common_voice_xmf_42108647.mp3	4068
common_voice_xmf_42691071.mp3	3168
common_voice_xmf_42676046.mp3	5508
common_voice_xmf_42457454.mp3	7236
common_voice_xmf_42061646.mp3	6228
common_voice_xmf_42386300.mp3	5436
common_voice_xmf_42691090.mp3	4356
common_voice_xmf_42688180.mp3	5940
common_voice_xmf_42603253.mp3	6048
common_voice_xmf_43127199.mp3	5148
common_voice_xmf_42463009.mp3	7560
common_voice_xmf_42400900.mp3	5976
common_voice_xmf_42405976.mp3	8388
common_voice_xmf_42690776.mp3	3600
common_voice_xmf_42551472.mp3	4680
common_voice_xmf_42448043.mp3	6768
common_voice_xmf_42104454.mp3	9576
common_voice_xmf_42377452.mp3	4536
common_voice_xmf_42030413.mp3	6228
common_voice_xmf_41993721.mp3	9540
common_voice_xmf_42397170.mp3	4680
common_voice_xmf_42635610.mp3	6228
common_voice_xmf_42444104.mp3	6768
common_voice_xmf_42443812.mp3	3168
common_voice_xmf_42597957.mp3	4428
common_voice_xmf_42400969.mp3	8496
common_voice_xmf_42675830.mp3	5076
common_voice_xmf_42442739.mp3	3240
common_voice_xmf_42691048.mp3	8280
common_voice_xmf_42443811.mp3	4320
common_voice_xmf_42401049.mp3	5400
common_voice_xmf_43308218.mp3	8676
common_voice_xmf_42377234.mp3	5580
common_voice_xmf_42691028.mp3	8028
common_voice_xmf_42393804.mp3	2520
common_voice_xmf_42602990.mp3	6876
common_voice_xmf_42690971.mp3	5976
common_voice_xmf_42447366.mp3	3240
common_voice_xmf_42444371.mp3	5148
common_voice_xmf_42405942.mp3	7848
common_voice_xmf_42136923.mp3	7200
common_voice_xmf_42377034.mp3	7668
common_voice_xmf_42397653.mp3	3060
common_voice_xmf_42405725.mp3	3456
common_voice_xmf_42675856.mp3	5328
common_voice_xmf_43147203.mp3	3960
common_voice_xmf_42603029.mp3	3168
common_voice_xmf_42136943.mp3	9540
common_voice_xmf_41965078.mp3	5220
common_voice_xmf_43244012.mp3	4752
common_voice_xmf_42416133.mp3	6048
common_voice_xmf_42427902.mp3	5796
common_voice_xmf_43244019.mp3	6804
common_voice_xmf_42062287.mp3	6120
common_voice_xmf_42447516.mp3	6156
common_voice_xmf_42162974.mp3	5076
common_voice_xmf_42397150.mp3	6660
common_voice_xmf_42658976.mp3	4140
common_voice_xmf_42424076.mp3	3636
common_voice_xmf_42014465.mp3	5940
common_voice_xmf_42676015.mp3	5220
common_voice_xmf_42087646.mp3	7488
common_voice_xmf_42448389.mp3	5616
common_voice_xmf_42401679.mp3	7956
common_voice_xmf_42351541.mp3	6948
common_voice_xmf_42387050.mp3	6876
common_voice_xmf_42690694.mp3	6408
common_voice_xmf_42014524.mp3	5400
common_voice_xmf_42061975.mp3	6300
common_voice_xmf_42677631.mp3	6300
common_voice_xmf_42522593.mp3	5436
common_voice_xmf_42562559.mp3	9396
common_voice_xmf_42635509.mp3	2988
common_voice_xmf_42405729.mp3	5508
common_voice_xmf_42482445.mp3	4500
common_voice_xmf_42450854.mp3	4176
common_voice_xmf_42400218.mp3	7776
common_voice_xmf_42676112.mp3	8640
common_voice_xmf_42603116.mp3	3168
common_voice_xmf_42522357.mp3	6660
common_voice_xmf_42405938.mp3	5976
common_voice_xmf_42562563.mp3	4104
common_voice_xmf_42539413.mp3	5328
common_voice_xmf_42435747.mp3	13788
common_voice_xmf_42454388.mp3	4644
common_voice_xmf_42400909.mp3	3780
common_voice_xmf_42345418.mp3	4968
common_voice_xmf_42469176.mp3	7776
common_voice_xmf_42352592.mp3	5076
common_voice_xmf_42400775.mp3	9180
common_voice_xmf_42401677.mp3	7308
common_voice_xmf_42400724.mp3	7236
common_voice_xmf_42424116.mp3	9360
common_voice_xmf_42386257.mp3	6048
common_voice_xmf_42162887.mp3	7596
common_voice_xmf_42447483.mp3	3996
common_voice_xmf_42447383.mp3	6768
common_voice_xmf_42386284.mp3	6120
common_voice_xmf_42162966.mp3	5256
common_voice_xmf_42367245.mp3	6588
common_voice_xmf_42367773.mp3	4176
common_voice_xmf_42343669.mp3	6696
common_voice_xmf_42691049.mp3	11340
common_voice_xmf_42401014.mp3	4536
common_voice_xmf_42025602.mp3	6300
common_voice_xmf_42368296.mp3	7488
common_voice_xmf_42343284.mp3	4788
common_voice_xmf_42603015.mp3	4968
common_voice_xmf_42427879.mp3	6696
common_voice_xmf_42663311.mp3	7200
common_voice_xmf_42243200.mp3	7236
common_voice_xmf_42603027.mp3	3888
common_voice_xmf_42691461.mp3	5688
common_voice_xmf_42137627.mp3	2880
common_voice_xmf_42386431.mp3	5688
common_voice_xmf_43014817.mp3	7128
common_voice_xmf_42697322.mp3	5760
common_voice_xmf_42137586.mp3	6156
common_voice_xmf_42377632.mp3	5076
common_voice_xmf_42171612.mp3	4248
common_voice_xmf_42377508.mp3	3348
common_voice_xmf_42381312.mp3	7776
common_voice_xmf_42406093.mp3	6480
common_voice_xmf_42459664.mp3	6840
common_voice_xmf_42675827.mp3	6552
common_voice_xmf_45736946.mp3	4176
common_voice_xmf_42449028.mp3	5400
common_voice_xmf_43005050.mp3	7848
common_voice_xmf_42603243.mp3	5940
common_voice_xmf_42369689.mp3	3780
common_voice_xmf_42376179.mp3	4356
common_voice_xmf_42447549.mp3	10116
common_voice_xmf_42343568.mp3	5328
common_voice_xmf_42014389.mp3	11988
common_voice_xmf_42852334.mp3	9576
common_voice_xmf_43127566.mp3	7200
common_voice_xmf_42635580.mp3	4896
common_voice_xmf_42435884.mp3	10980
common_voice_xmf_42435891.mp3	4500
common_voice_xmf_42444440.mp3	6768
common_voice_xmf_42088082.mp3	9540
common_voice_xmf_43045080.mp3	5832
common_voice_xmf_43308156.mp3	7956
common_voice_xmf_43073833.mp3	9108
common_voice_xmf_42690972.mp3	6336
common_voice_xmf_43443426.mp3	7380
common_voice_xmf_42444323.mp3	5400
common_voice_xmf_42583477.mp3	4500
common_voice_xmf_42450814.mp3	4860
common_voice_xmf_42675945.mp3	8784
common_voice_xmf_42381305.mp3	8280
common_voice_xmf_42137023.mp3	9288
common_voice_xmf_42457125.mp3	6120
common_voice_xmf_43127294.mp3	6516
common_voice_xmf_42424255.mp3	7128
common_voice_xmf_42074399.mp3	5868
common_voice_xmf_42025567.mp3	5580
common_voice_xmf_42405471.mp3	4968
common_voice_xmf_42462917.mp3	3888
common_voice_xmf_42344715.mp3	9180
common_voice_xmf_43127325.mp3	9180
common_voice_xmf_42367022.mp3	3636
common_voice_xmf_42087877.mp3	7416
common_voice_xmf_42343480.mp3	7416
common_voice_xmf_42463055.mp3	6048
common_voice_xmf_42369900.mp3	6156
common_voice_xmf_43213740.mp3	4608
common_voice_xmf_42635607.mp3	5616
common_voice_xmf_42602989.mp3	3996
common_voice_xmf_42444313.mp3	7848
common_voice_xmf_42447965.mp3	4716
common_voice_xmf_42183084.mp3	5400
common_voice_xmf_42690843.mp3	8208
common_voice_xmf_42025882.mp3	8208
common_voice_xmf_42603241.mp3	2520
common_voice_xmf_42691523.mp3	7056
common_voice_xmf_42482503.mp3	6588
common_voice_xmf_42386796.mp3	4248
common_voice_xmf_42444117.mp3	7380
common_voice_xmf_42385902.mp3	2160
common_voice_xmf_42603038.mp3	5796
common_voice_xmf_42603282.mp3	4788
common_voice_xmf_43069560.mp3	5436
common_voice_xmf_42381403.mp3	6156
common_voice_xmf_43015237.mp3	12276
common_voice_xmf_42583287.mp3	5004
common_voice_xmf_41993779.mp3	5616
common_voice_xmf_42602924.mp3	3240
common_voice_xmf_42447602.mp3	4716
common_voice_xmf_42061580.mp3	7020
common_voice_xmf_42690863.mp3	8748
common_voice_xmf_42462558.mp3	7416
common_voice_xmf_42369824.mp3	6588
common_voice_xmf_42416323.mp3	2628
common_voice_xmf_42435893.mp3	4680
common_voice_xmf_42343523.mp3	6228
common_voice_xmf_42088063.mp3	11736
common_voice_xmf_42104236.mp3	5940
common_voice_xmf_42400712.mp3	4608
common_voice_xmf_42407918.mp3	6768
common_voice_xmf_43244022.mp3	7128
common_voice_xmf_42603040.mp3	6480
common_voice_xmf_42137193.mp3	12276
common_voice_xmf_42443813.mp3	5256
common_voice_xmf_42539061.mp3	4716
common_voice_xmf_42583051.mp3	3456
common_voice_xmf_42462490.mp3	7200
common_voice_xmf_42447485.mp3	4392
common_voice_xmf_42447878.mp3	7956
common_voice_xmf_42603138.mp3	5580
common_voice_xmf_42243260.mp3	6408
common_voice_xmf_42351813.mp3	4608
common_voice_xmf_42635467.mp3	5076
common_voice_xmf_43014887.mp3	10368
common_voice_xmf_42462919.mp3	2808
common_voice_xmf_42603119.mp3	5220
common_voice_xmf_43308373.mp3	8028
common_voice_xmf_42025885.mp3	7920
common_voice_xmf_42351697.mp3	4896
common_voice_xmf_42014410.mp3	8136
common_voice_xmf_43108721.mp3	4068
common_voice_xmf_43243987.mp3	3348
common_voice_xmf_42390535.mp3	7236
common_voice_xmf_42025565.mp3	5328
common_voice_xmf_42444326.mp3	7776
common_voice_xmf_42998449.mp3	7128
common_voice_xmf_42482416.mp3	5040
common_voice_xmf_42405576.mp3	4896
common_voice_xmf_42400850.mp3	7488
common_voice_xmf_42583302.mp3	5760
common_voice_xmf_42450825.mp3	4500
common_voice_xmf_42243276.mp3	7200
common_voice_xmf_42522291.mp3	6336
common_voice_xmf_42462487.mp3	6048
common_voice_xmf_42583471.mp3	4068
common_voice_xmf_43108878.mp3	8100
common_voice_xmf_43100390.mp3	6948
common_voice_xmf_42149182.mp3	4320
common_voice_xmf_42137563.mp3	7200
common_voice_xmf_42532339.mp3	4428
common_voice_xmf_42459638.mp3	5076
common_voice_xmf_42539425.mp3	6336
common_voice_xmf_42407665.mp3	6300
common_voice_xmf_42583320.mp3	3024
common_voice_xmf_42405777.mp3	5076
common_voice_xmf_42658947.mp3	7164
common_voice_xmf_42390533.mp3	5400
common_voice_xmf_42603039.mp3	7668
common_voice_xmf_43108952.mp3	5580
common_voice_xmf_42424288.mp3	3888
common_voice_xmf_42697361.mp3	10116
common_voice_xmf_42416349.mp3	5436
common_voice_xmf_42087720.mp3	6840
common_voice_xmf_42415965.mp3	6300
common_voice_xmf_42087852.mp3	7236
common_voice_xmf_42459766.mp3	4572
common_voice_xmf_42369657.mp3	4356
common_voice_xmf_42459614.mp3	8280
common_voice_xmf_42677743.mp3	5796
common_voice_xmf_42067343.mp3	5220
common_voice_xmf_42985433.mp3	4032
common_voice_xmf_42690649.mp3	6228
common_voice_xmf_42025964.mp3	4968
common_voice_xmf_42367744.mp3	4428
common_voice_xmf_42603030.mp3	7920
common_voice_xmf_42427897.mp3	3708
common_voice_xmf_42691094.mp3	5040
common_voice_xmf_42675842.mp3	6552
common_voice_xmf_42061788.mp3	7308
common_voice_xmf_42162842.mp3	6516
common_voice_xmf_42432029.mp3	7128
common_voice_xmf_43228587.mp3	5148
common_voice_xmf_43018014.mp3	2196
common_voice_xmf_42405974.mp3	6768
common_voice_xmf_42073879.mp3	5076
common_voice_xmf_42444706.mp3	5220
common_voice_xmf_43159970.mp3	3096
common_voice_xmf_42386176.mp3	5436
common_voice_xmf_42675891.mp3	5076
common_voice_xmf_43213746.mp3	3960
common_voice_xmf_42397775.mp3	6660
common_voice_xmf_42449121.mp3	7776
common_voice_xmf_41993763.mp3	5220
common_voice_xmf_42690829.mp3	9540
common_voice_xmf_42243088.mp3	9036
common_voice_xmf_43216423.mp3	4356
common_voice_xmf_42635404.mp3	2628
common_voice_xmf_42583484.mp3	4176
common_voice_xmf_42363427.mp3	5220
common_voice_xmf_42602953.mp3	4248
common_voice_xmf_42691603.mp3	5292
common_voice_xmf_42014670.mp3	4500
common_voice_xmf_42562341.mp3	4572
common_voice_xmf_42659559.mp3	3708
common_voice_xmf_42014287.mp3	7380
common_voice_xmf_42401694.mp3	5616
common_voice_xmf_42603154.mp3	5796
common_voice_xmf_42690947.mp3	3636
common_voice_xmf_42243286.mp3	9036
common_voice_xmf_43147489.mp3	10980
common_voice_xmf_42675910.mp3	3816
common_voice_xmf_42532349.mp3	7776
common_voice_xmf_42604935.mp3	5976
common_voice_xmf_42014673.mp3	5508
common_voice_xmf_42603070.mp3	5076
common_voice_xmf_42397301.mp3	4356
common_voice_xmf_43044136.mp3	11700
common_voice_xmf_42623639.mp3	5328
common_voice_xmf_43206595.mp3	4248
common_voice_xmf_42697360.mp3	6912
common_voice_xmf_42378294.mp3	6336
common_voice_xmf_43058495.mp3	11448
common_voice_xmf_42171666.mp3	5328
common_voice_xmf_42551470.mp3	7956
common_voice_xmf_42343311.mp3	4068
common_voice_xmf_42424222.mp3	4716
common_voice_xmf_42597974.mp3	3240
common_voice_xmf_42583467.mp3	9684
common_voice_xmf_42463076.mp3	5256
common_voice_xmf_42062027.mp3	5436
common_voice_xmf_42405556.mp3	6408
common_voice_xmf_43213753.mp3	8676
common_voice_xmf_42439546.mp3	7668
common_voice_xmf_42401013.mp3	4608
common_voice_xmf_42603266.mp3	3780
common_voice_xmf_42062243.mp3	7308
common_voice_xmf_43308308.mp3	6948
common_voice_xmf_42583453.mp3	4932
common_voice_xmf_42014309.mp3	9648
common_voice_xmf_42405524.mp3	5760
common_voice_xmf_42066874.mp3	5796
common_voice_xmf_42691074.mp3	8748
common_voice_xmf_42447350.mp3	4788
common_voice_xmf_42450781.mp3	3816
common_voice_xmf_42091855.mp3	9360
common_voice_xmf_42443996.mp3	5436
common_voice_xmf_42532350.mp3	4428
common_voice_xmf_42482251.mp3	3528
common_voice_xmf_42635582.mp3	4680
common_voice_xmf_42408372.mp3	5868
common_voice_xmf_42108646.mp3	5580
common_voice_xmf_42414525.mp3	9720
common_voice_xmf_42400621.mp3	3816
common_voice_xmf_42482491.mp3	5760
common_voice_xmf_42397148.mp3	6120
common_voice_xmf_42539325.mp3	6480
common_voice_xmf_42478094.mp3	4860
common_voice_xmf_42690764.mp3	4140
common_voice_xmf_42366605.mp3	6552
common_voice_xmf_43127277.mp3	8316
common_voice_xmf_42091927.mp3	6696
common_voice_xmf_42690600.mp3	5976
common_voice_xmf_42583085.mp3	10008
common_voice_xmf_42416415.mp3	4608
common_voice_xmf_42243192.mp3	7200
common_voice_xmf_42545616.mp3	5400
common_voice_xmf_42427742.mp3	6480
common_voice_xmf_42462916.mp3	5688
common_voice_xmf_42469098.mp3	6696
common_voice_xmf_43228620.mp3	7128
common_voice_xmf_42457135.mp3	5400
common_voice_xmf_42014823.mp3	7308
common_voice_xmf_42444325.mp3	3996
common_voice_xmf_42243066.mp3	8136
common_voice_xmf_42376290.mp3	7560
common_voice_xmf_42583019.mp3	7416
common_voice_xmf_42482316.mp3	7488
common_voice_xmf_42369660.mp3	7128
common_voice_xmf_42478108.mp3	7740
common_voice_xmf_42088004.mp3	8676
common_voice_xmf_42439535.mp3	6048
common_voice_xmf_42604982.mp3	5940
common_voice_xmf_42030444.mp3	4500
common_voice_xmf_42447441.mp3	3600
common_voice_xmf_42427927.mp3	5940
common_voice_xmf_42087746.mp3	6948
common_voice_xmf_42023422.mp3	5256
common_voice_xmf_42609429.mp3	5076
common_voice_xmf_42405742.mp3	4320
common_voice_xmf_42459617.mp3	5076
common_voice_xmf_42091854.mp3	5976
common_voice_xmf_42447838.mp3	3816
common_voice_xmf_42386862.mp3	8460
common_voice_xmf_42562063.mp3	5976
common_voice_xmf_42603261.mp3	3996
common_voice_xmf_42066878.mp3	3708
common_voice_xmf_42449059.mp3	10836
